ascl_id	credit	described_in	citation_method
1708.018	Molinari, S.; Schisano, E.; Faustini, F.; Pestalozzi, M.; di Giorgio, A. M.; Liu, S.	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2011A&A...530A.133M";}	
1708.019	ESO	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2003SPIE.4841.1548E";}	https://ui.adsabs.harvard.edu/#abs/2003SPIE.4841.1548E and Bonnet, H. et al. 2004, The ESO Messenger 117, 17
1708.020	Mucciarelli, Alessio	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2013arXiv1311.1403M";}	https://ui.adsabs.harvard.edu/#abs/2013arXiv1311.1403M
1709.001	Cabezon, Ruben M.; Garcia-Senz, Domingo	a:1:{i:0;s:56:"https://ui.adsabs.harvard.edu/#abs/2017A%26A...606A..78C";}	https://ui.adsabs.harvard.edu/#abs/2017A%26A...606A..78C
1709.002	Price, Daniel J.; Wurster, James; Nixon, Chris; Tricco, Terrence S.; Toupin, Stéven; Pettitt, Alex; Chan, Conrad; Laibe, Guillaume; Glover, Simon; Dobbs, Clare; Nealon, Rebecca; Liptai, David; Worpel, Hauke; Bonnerot, Clément; Dipierro, Giovanni; Ragusa, Enrico; Federrath, Christoph; Iaconi, Roberto; Reichardt, Thomas; Forgan, Duncan; Hutchison, Mark; Constantino, Thomas; Ayliffe, Ben; Mentiplay, Daniel; Hirsh, Kieran; Lodato, Giuseppe	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2018PASA...35...31P";}	https://ui.adsabs.harvard.edu/#abs/2018PASA...35...31P
1709.003	Cignoni, P.; Callieri, M.; Corsini, M.; Dellepiane, M.; Ganovelli, F.; Ranzuglia, G.		Please see citation information here: http://www.meshlab.net/#references
1709.004	Cantat-Gaudin, Tristan; Donati, Paolo; Pancino, Elena; Bragaglia, Angela; Vallenari, Antonella; Friel, Eileen D.; Sordo, Rosanna; Jacobson, Heather R.; Magrini, Laura	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2014A&A...562A..10C";}	
1709.009	Sharma, Sanjib	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2017ARA%26A..55..213S";}	
1709.008	Foreman-Mackey, Daniel; Agol, Eric; Ambikasaran, Sivaram; Angus, Ruth	a:1:{i:0;s:53:"https://ui.adsabs.harvard.edu/abs/2017AJ....154..220F";}	https://ui.adsabs.harvard.edu/abs/2017AJ....154..220F
1709.007	Radcliffe, Jack F.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2016A%26A...587A..85R";}	http://adsabs.harvard.edu/abs/2016A%26A...587A..85R
1709.005	Bramich, Daniel		Please acknowledge with the following phrase: This research has made use of the DanIDL library of routines (http://www.danidl.co.uk).
1709.010	Wicht, J.; Gastine, T.; Barik, A.; Putigny, B.; Yadav, R.; Duarte, L.; Dintrans, B.		Please see citation information here: http://magic-sph.github.io/#giving-credit
1710.003	Eastman, Jason		http://adsabs.harvard.edu/abs/2017ascl.soft10003E
1710.011	Dias, Mafalda; Frazer, Jonathan; Seery, David	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015JCAP...12..030D";}	http://adsabs.harvard.edu/abs/2015JCAP...12..030D
1710.010	Mulryne, David J.; Ronayne, John W.	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016JCAP...12..033D";i:1;s:49:"http://adsabs.harvard.edu/abs/2016arXiv160900381M";}	http://adsabs.harvard.edu/abs/2016JCAP...12..033D http://adsabs.harvard.edu/abs/2016arXiv160900381M
1710.009	Seery, David	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016JCAP...12..033D";i:1;s:49:"http://adsabs.harvard.edu/abs/2016arXiv160900380S";}	http://adsabs.harvard.edu/abs/2016JCAP...12..033D http://adsabs.harvard.edu/abs/2016arXiv160900380S
1710.004	Mérand, Antoine	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26A...584A..80M";}	http://adsabs.harvard.edu/abs/2015A%26A...584A..80M
1905.020	Amato, Davide	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2017MNRAS.470.2079A";}	
1710.022	Tazzari, Marco; Beaujean, Frederik; Testi, Leonardo	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2017arXiv170906999T";}	http://adsabs.harvard.edu/abs/2017arXiv170906999T
1710.008	Tazzari, Marco; Lodato, Giuseppe	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015MNRAS.449.1118T";}	http://adsabs.harvard.edu/abs/2015MNRAS.449.1118T
1710.007	Leistedt, Boris; McEwen, Jason	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012ITSP...60.6257L";i:1;s:49:"http://adsabs.harvard.edu/abs/2011ITSP...59.5876M";}	Please cite http://adsabs.harvard.edu/abs/2012ITSP...60.6257L and http://adsabs.harvard.edu/abs/2011ITSP...59.5876M and reference http://astro-informatics.github.io/flaglet
1710.002	Law, Casey J.	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2018ApJS..236....8L";}	https://ui.adsabs.harvard.edu/#abs/2017ascl.soft10002L
1711.018	Ryan, P.W.		http://adsabs.harvard.edu/abs/2017ascl.soft11018R
1710.005	Lippuner, Jonas; Roberts, Luke F.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2017arXiv170606198L";}	http://adsabs.harvard.edu/abs/2017arXiv170606198L and link to https://bitbucket.org/jlippuner/skynet
1710.006	Guillochon, James; Nicholl, Matt; Villar, V. Ashley; Mockler, Brenna; Narayan, Gautham; Mandel, Kaisey S.; Berger, Edo; Williams, Peter K. G.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2017arXiv171002145G";}	http://adsabs.harvard.edu/abs/2017arXiv171002145G
1711.020	Günther, Hans Moritz; Frost, Jason; Theriault-Shay, Adam	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2017AJ....154..243G";}	
1710.018	Silva-Villa, E.; Larsen, S. S.	a:1:{i:0;s:56:"https://ui.adsabs.harvard.edu/#abs/2010A%26A...516A..10S";}	https://ui.adsabs.harvard.edu/#abs/2010A%26A...516A..10S
1710.019	N-Body Shop	a:2:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2004NewA....9..137W";i:1;s:54:"https://ui.adsabs.harvard.edu/#abs/2017MNRAS.471.2357W";}	
1711.004	Liang, Cameron; Kravtsov, Andrey	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2017arXiv171009852L";}	http://adsabs.harvard.edu/abs/2017arXiv171009852L or http://adsabs.harvard.edu/abs/2018MNRAS.479.1822L
1711.003	Wang, Ke		http://adsabs.harvard.edu/abs/2015MNRAS.450.4043W
1711.005	Rohin, Yeluripati	a:1:{i:0;s:55:"https://ui.adsabs.harvard.edu/abs/2018A%26C....25..149R";}	https://ui.adsabs.harvard.edu/abs/2018A%26C....25..149R
1711.023	Han, Jiaxin	a:1:{i:0;s:53:"https://ui.adsabs.harvard.edu/abs/2018MNRAS.474..604H";}	https://ui.adsabs.harvard.edu/abs/2018MNRAS.474..604H and http://adsabs.harvard.edu/abs/2012MNRAS.427.2437H
1711.001	Mauclaire, Benjamin		http://adsabs.harvard.edu/abs/2017ascl.soft11001M
1711.021	Barsdell, Ben; Price, Daniel; Cranmer, Miles; Garsden, Hugh; Dowell, Jayce	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2017arXiv170800720C";}	
1711.024	Müller, Peter; Krause, Marita; Beck, Rainer; Schmidt, Philip	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2017A%26A...606A..41M";}	
1712.001	Wenger, Trey V.; Balser, Dana S.; Anderson, Loren D.; Bania, Thomas M.	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2018ApJ...856...52W";}	
1712.007	Farrens, Samuel; Abdalla, Filipe; Cypriano, Eduardo; Sartor, Stefano; Tornatore, Luca		http://adsabs.harvard.edu/abs/2011MNRAS.417.1402F
1712.006	Almgren, Ann; Beckner, Vince; Friesen, Brian; Lukic, Zarija; Zhang, Weiqun	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013ApJ...765...39A";}	http://adsabs.harvard.edu/abs/2013ApJ...765...39A
1712.016	Shahmoradi, Amir; Nemiroff, Robert J.	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013ApJ...766..111S";i:1;s:49:"http://adsabs.harvard.edu/abs/2013arXiv1308.1097S";}	
1712.004	Masui, Kiyoshi	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26C....12..181M";}	http://adsabs.harvard.edu/abs/2015A%26C....12..181M
1712.003	Benítez-Llambay, Alejandro		http://dx.doi.org/10.5281/zenodo.21703
1801.008	Vale Asari, N.; Stasinska, G.; Morisset, C.; Cid Fernandes, R.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016MNRAS.460.1739V";}	
1801.007	Shaw, J. Richard; Lewis, Antony		http://adsabs.harvard.edu/abs/2010PhRvD..81d3517S
1801.006	Shaw, J. Richard; Lewis, Antony		http://adsabs.harvard.edu/abs/2010PhRvD..81d3517S
1801.005	Shaw, J. Richard; Lewis, Antony		http://adsabs.harvard.edu/abs/2010PhRvD..81d3517S
1801.009	Akhlaghi, Mohammad		http://adsabs.harvard.edu/abs/2015ApJS..220....1A
1801.010	Sousbie, Thierry	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016JCoPh.321..644S";}	http://adsabs.harvard.edu/abs/2016JCoPh.321..644S
1801.004	Feeney, Stephen; Mortlock, Daniel; Dalmasso, Niccolò	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018MNRAS.476.3861F";}	
1801.003	Stan Development Team	a:1:{i:0;s:46:"https://www.jstatsoft.org/article/view/v076i01";}	Please see citation information here: http://mc-stan.org/users/citations/index.html
1801.002	Zuluaga, Jorge I.; Sanchez-Hernandez, Oscar; Sucerquia, Mario; Ferrin, Ignacio	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018AJ....155..236Z";}	http://adsabs.harvard.edu/abs/2018AJ....155..236Z
1801.001	Gagné, Jonathan; Mamajek, Eric E.; Malo, Lison; Riedel, Adric; Rodriguez, David; Lafrenière, David; Faherty, Jacqueline K.; Roy-Loubier, Olivier; Pueyo, Laurent; Robin, Annie C.; Doyon, René	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018arXiv180109051G";}	http://adsabs.harvard.edu/abs/2018arXiv180109051G
1802.003	Vandenbroucke, Bert; Wood, Kenneth	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2018A&C....23...40V";}	
1801.012	Fulton, Benjamin J.; Petigura, Erik A.; Blunt, Sarah; Sinukoff, Evan	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018PASP..130d4504F";}	http://adsabs.harvard.edu/abs/2018PASP..130d4504F and https://doi.org/10.5281/zenodo.580821
1802.014	Mead, Alexander	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2017MNRAS.464.1282M";}	
1901.012	Buschmann, Malte; Kopp, Joachim; Safdi, Benjamin R.; Wu, Chih-Liang	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018PhRvL.120u1101B";}	http://adsabs.harvard.edu/abs/2018PhRvL.120u1101B
1804.015	Yu, Yu; Pen, Ue-Li; Zhu, Hong-Ming	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018PhRvD..97d3502Z";}	
1802.001	Gu, Ming Feng	a:1:{i:0;s:55:"https://ui.adsabs.harvard.edu/#abs/2008CaJPh..86..675G/";}	https://ui.adsabs.harvard.edu/#abs/2008CaJPh..86..675G/
1805.032	Sun, Mouyuan; Grier, C. J.; Peterson, B. M.		http://adsabs.harvard.edu/abs/1998PASP..110..660P and http://adsabs.harvard.edu/abs/2018ascl.soft05032S
1802.004	Sharma, Ravi; Gyanchandani, Dolly; Kulkarni, Sarang; Gupta, Neeraj; Pathak, Vineet; Pande, Arti; Joshi, Unmesh		Please acknowledge with the following phrase: This paper makes use of ARTIP - the Automated Radio Telescope Imaging Pipeline developed by IUCAA (http://www.iucaa.in/) and ThoughtWorks (https://www.thoughtworks.com/)
1802.005	Kavanagh, Bradley J.		http://adsabs.harvard.edu/abs/2018ascl.soft02005K and https://ui.adsabs.harvard.edu/abs/2018PhRvD..97l3013K
1807.017	Wright, J. T.; Eastman, J. D.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014PASP..126..838W";}	http://adsabs.harvard.edu/abs/2014PASP..126..838W
1803.001	Emken, Timon; Kouvaris, Chris		http://adsabs.harvard.edu/abs/2018arXiv180204764E
1802.006	Loomis, Ryan A.; Oberg, Karin I.; Andrews, Sean M.; Walsh, Catherine; Czekala, Ian; Huang, Jane; Rosenfeld, Katherine A.	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2018AJ....155..182L";}	
1802.013	Zuluaga, Jorge I.; Mason, Paul; Cuartas-Restrepo, Pablo A.; Clark, Joni		http://adsabs.harvard.edu/abs/2015IJAsB..14..391M and/or http://adsabs.harvard.edu/abs/2013ApJ...774L..26M
1802.015	Murray, Steven G.; Robotham, Aaron S. G.; Power, Chris	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018ApJ...855....5M";}	Please cite http://adsabs.harvard.edu/abs/2018ApJ...855....5M or http://adsabs.harvard.edu/abs/2018ascl.soft02015M (whichever is more appropriate). Also consider starring/following the repo on github.
1802.012	Heller, René; Hippke, Michael; Jackson, Brian	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016ApJ...820...88H";}	https://github.com/hippke/PyOSE and http://adsabs.harvard.edu/abs/2016ApJ...820...88H
1802.010	Lanusse, F.; Starck, J.-L.; Leonard, A.; Pires, S.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2016A%26A...591A...2L";}	
1802.009	Morris, Brett M.; Tollerud, Erik; Sipocz, Brigitta; Deil, Christoph; Douglas, Stephanie T.; Berlanga Medina, Jazmin; Vyhmeister, Karl; Price-Whelan, Adrian M.; Jeschke, Eric	a:1:{i:0;s:53:"https://ui.adsabs.harvard.edu/abs/2018AJ....155..128M";}	https://ui.adsabs.harvard.edu/abs/2018AJ....155..128M
1802.011	D'Eramo, Francesco; Kavanagh, Bradley J.; Panci, Paolo	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016JHEP...08..111D";}	Please see citation information here: https://github.com/bradkav/runDM
1802.008	Kavanagh, Bradley J.; Queiroz, Farinaldo S.; Rodejohann, Werner; Yaguna, Carlos E.		https://doi.org/10.5281/zenodo.815457 , http://adsabs.harvard.edu/abs/2017JHEP...10..059K , and http://adsabs.harvard.edu/abs/2017PhRvD..95i5010Q
1802.016	Coppi, Paolo S.	a:1:{i:0;s:55:"https://ui.adsabs.harvard.edu/#abs/2000HEAD....5.2311C/";}	
1807.020	Katz, Max P.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016ApJ...819...94K";}	
1803.002	Hutter, Anne	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018arXiv180300088H";}	http://adsabs.harvard.edu/abs/2018arXiv180300088H
1803.003	Melchior, Peter; Moolekamp, Fred; Jerdee, Maximilian; Armstrong, Robert; Sun, Ai-Lei; Bosch, James; Lupton, Robert	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2018A%26C....24..129M";}	http://adsabs.harvard.edu/abs/2018A%26C....24..129M
1803.005	Barentsen, Geert; Cardoso, José Vinícius de Miranda		http://adsabs.harvard.edu/abs/2018ascl.soft03005B
1803.006	Poleski, Radoslaw; Yee, Jennifer	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018arXiv180301003P";}	
1804.004	González, Roberto E.; Muñoz, Roberto P. ; Hernández, Cristian A.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2018A%26C....25..103G";}	
1804.006	Robotham, A.S.G.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018MNRAS.476.3137R";}	http://adsabs.harvard.edu/abs/2018MNRAS.476.3137R
1804.005	Demleitner, Markus	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2014A%26C.....7...27D";}	
1804.016	Gerosa, Davide; Hébert, François; Stein, Leo C.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018arXiv180204276G";}	http://adsabs.harvard.edu/abs/2018arXiv180204276G
1803.008	Kriek, Mariska; van Dokkum, Pieter G.; Labbé, Ivo; Franx, Marijn; Illingworth, Garth D.; Marchesini, Danilo; Quadri, Ryan F.; Aird, James; Coil, Alison L.; Georgakakis, Antonis	a:3:{i:0;s:50:"http://adsabs.harvard.edu/abs/2009ApJ...700..221K,";i:1;s:50:"http://adsabs.harvard.edu/abs/2017MNRAS.465.3390A,";i:2;s:49:"http://adsabs.harvard.edu/abs/2018MNRAS.474.1225A";}	http://adsabs.harvard.edu/abs/2009ApJ...700..221K. Please also cite http://adsabs.harvard.edu/abs/2017MNRAS.465.3390A and/or http://adsabs.harvard.edu/abs/2018MNRAS.474.1225A if using the features described in those papers.
1803.007	Steininger, Theo	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018arXiv180104341S";}	
1803.009	Heller, René	a:1:{i:0;s:41:"https://doi.org/10.1017/S1473550417000568";}	
1803.010	Bisbas, T. G.; Bell, T. A.; Viti, S.; Yates, J.; Barlow, M. J.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012MNRAS.427.2100B";}	http://adsabs.harvard.edu/abs/2012MNRAS.427.2100B
1803.011	Hosek, Matthew W., Jr.; Lu, Jessica R.; Anderson, Jay; Do, Tuan; Schlafly, Edward F.; Ghez, Andrea M.; Clarkson, William I.; Morris, Mark R.; Albers, Saundra M.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018ApJ...855...13H";}	
1803.012	U.S. Navy; Ferguson, J.A.; Hutchins, Michael	a:1:{i:0;s:47:"http://www.dtic.mil/get-tr-doc/pdf?AD=ADA350375";}	
1803.013	Knuth, Kevin H.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2006physics...5197K";}	http://adsabs.harvard.edu/abs/2006physics...5197K
1803.014	Yurchenko, Sergei N.; Al-Refaie, Ahmed; Tennyson, Jonathan	a:1:{i:0;s:55:"https://ui.adsabs.harvard.edu/abs/2018A%26A...614A.131Y";}	
1803.015	Bronzwaer, Thomas; Davelaar, Jordy; Younsi, Ziri; Mościbrodzka, Monika; Falcke, Heino; Kramer, Michael; Rezzolla, Luciano	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018arXiv180110452B";}	
1807.021	Johnson, Daniel; Huerta, E. A.; Haas, Roland	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018CQGra..35b7002J";}	
1804.001	Yuan, Hailong; Zhang, Haotong; Zhang, Yanxia; Lei, Yajuan; Dong, Yiqiao; Zhao, Yongheng	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2013A%26C.....3...65Y";}	http://adsabs.harvard.edu/abs/2013A%26C.....3...65Y
1804.017	Sánchez, E.; Castro, J.; Silva, J.; Hernández, J.; Reyes, M.; Hernández, B.; Alvarez, F.; García, T.	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2019A&C....26....1S";}	
1804.024	Paul, Debdutta	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018MNRAS.473.3385P";}	http://adsabs.harvard.edu/abs/2018MNRAS.473.3385P
1804.023	Paul, Debdutta	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018MNRAS.tmp..818P";}	http://adsabs.harvard.edu/abs/2018MNRAS.tmp..818P
1804.009	Mackereth, J. Ted; Bovy, Jo	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018arXiv180202592M";}	
1804.010	Creasey, Peter; Lang, Annika	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2017arXiv170910314C";}	
1804.008	Schreiber, C.; Elbaz, D.; Pannella, M.; Merlin, E.; Castellano, M.; Fontana, A.; Bourne, N.; Boutsia, K.; Cullen, F.; Dunlop, J.; Ferguson, H. C.; Michałowski, M. J.; Okumura, K.; Santini, P.; Shu, X. W.; Wang, T.; White, C.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2017A%26A...602A..96S";}	http://adsabs.harvard.edu/abs/2017A%26A...602A..96S
1805.024	Campagnolo, Julio C. N.	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2019PASP..131b4501N";}	
1804.002	Moscibrodzka, Monika; Gammie, Charles F.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018MNRAS.475...43M";}	http://adsabs.harvard.edu/abs/2018MNRAS.475...43M and http://adsabs.harvard.edu/abs/2007CQGra..24S.259N
1806.021	Ahlers, John P.; Barnes, Jason W.; Horvath, Sarah A.; Myers, Samuel A.; Hedman, Matthew M.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018arXiv180403653A";}	
1806.022	Chollet, François and others		Please see citation information here: https://keras.io/getting-started/faq/#how-should-i-cite-keras
1805.008	Vasiliev, Eugene	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018arXiv180208239V";}	
1804.007	Meyers, Joshua E.; Burchat, Patricia R.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015ApJ...807..182M";}	
1804.025	Kitzmann, Daniel; Stock, Joachim	a:1:{i:0;s:53:"https://ui.adsabs.harvard.edu/abs/2018MNRAS.479..865S";}	https://ui.adsabs.harvard.edu/abs/2018MNRAS.479..865S
1805.014	Petit, J.-M.; Kavelaars, J.J.; Gladman, B.; Alexandersen, M.		Please see citation information here: https://github.com/OSSOS/SurveySimulator/blob/master/README.first
1806.001	Cabral, Juan; Sanchez, Bruno; Ramos, Felipe; Gurovich, Sebastián; Granitto, Pablo; VanderPlas, Jake	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2018AJ....155..182L";}	
1804.012	Birrer, Simon; Amara, Adam	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018PDU....22..189B";}	http://adsabs.harvard.edu/abs/2018ascl.soft04012B
1804.013	Liu, Jiajia; Ye, Yudong; Shen, Chenglong; Wang, Yuming; Erdélyi, Robert	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018ApJ...855..109L";}	http://adsabs.harvard.edu/abs/2018ApJ...855..109L
1804.011	Mao, Yao-Yuan; Uram, Thomas D.; Zhou, Rongpu; Kovacs, Eve; Ricker, Paul M.; Kalmbach, J. Bryce; Padilla, Nelson; Lanusse, François; Zu, Ying; Tenneti, Ananth; Vikraman, Vinu; DeRose, Joseph	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018ApJS..234...36M";}	
1804.014	Charnock, Tom; Lavaux, Guilhem; Wandelt, Benjamin D.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018arXiv180203537C";}	http://adsabs.harvard.edu/abs/2018arXiv180203537C
1806.008	Obreja, Aura; Macciò, Andrea V.; Moster, Benjamin; Dutton, Aaron A.; Buck, Tobias; Stinson, Gregory S.; Wang, Liang	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018MNRAS.477.4915O";}	
1804.020	Feng, F.; Tuomi, M.; Jones, H. R. A.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2017MNRAS.470.4794F";}	http://adsabs.harvard.edu/abs/2017MNRAS.470.4794F
1804.018	Génot, V.; Beigbeder, L.; Popescu, D.; Dufourg, N.; Gangloff, M.; Bouchemit, M.; Caussarieu, S.; Toniutti, J.-P.; Durand, J.; Modolo, R.; André, N.; Cecconi, B.; Jacquey, C.; Pitout, F.; Rouillard, A.; Pinto, R.; Erard, S.; Jourdane, N.; Leclercq, L.; Hess, S.; Khodachenko, M.; Al-Ubaidi, T.; Scherf, M.; Budnik, E.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2018P%26SS..150..111G";}	
1804.022	Mints, Alexey; Hekker, Saskia	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2017A%26A...604A.108M";}	http://adsabs.harvard.edu/abs/2017A%26A...604A.108M
1805.002	Obreschkow, Danail	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018MNRAS.474.5500O";}	
1805.005	Möstl, C.; Amerstorfer, T.; Palmerio, E.; Isavnin, A.; Farrugia, C. J.; Lowder, C.; Winslow, R. M.; Donnerer, J. M.; Kilpua, E. K. J.; Boakes, P. D.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018SpWea..16..216M";}	http://adsabs.harvard.edu/abs/2018SpWea..16..216M
1805.006	Rácz, Gábor; Szapudi, István; Csabai, István; Dobos, László	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018MNRAS.477.1949R";}	http://adsabs.harvard.edu/abs/2018MNRAS.477.1949R
1805.007	Farr, Ben; Farr, Will M.; Cowan, Nicolas B.; Haggard, Hal M.; Robinson, Tyler	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018AJ....156..146F";}	http://adsabs.harvard.edu/abs/2018AJ....156..146F
1806.020	Kipping, David	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018MNRAS.473..784K";}	
1805.009	Knollmüller, Jakob; Frank, Philipp; Ensslin, Torsten A.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018arXiv180405591K";}	
1805.010	Gaburov, Evghenii; Lombardi, James C., Jr.; Portegies Zwart, Simon; Rasio, F. A.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2010MNRAS.402..105G";}	
1805.011	Feng, Justin; Baumann, Mark; Hall, Bryton; Doss, Joel; Spencer, Lucas; Matzner, Richard	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018arXiv180500813F";}	
1805.012	Pihajoki, Pauli; Mannerkoski, Matias; Nättilä, Joonas; Johansson, Peter H.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018arXiv180404670P";}	http://adsabs.harvard.edu/abs/2018arXiv180404670P
1805.013	Hutter, Anne	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018MNRAS.477.1549H";}	
1805.022	Casagrande, Luca; VandenBerg, Don A.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014MNRAS.444..392C";}	http://adsabs.harvard.edu/abs/2014MNRAS.444..392C and/or http://adsabs.harvard.edu/abs/2018MNRAS.475.5023C
1805.017	Pierel, Justin D. R.;  Rodney, Steven A.;  Avelino, Arturo; Bianco, Federica; Foley, Ryan J.; Friedman, Andrew; Hicken, Malcolm; Hounsell, Rebekah; Jha, Saurabh W.; Kessler, Richard; Kirshner, Robert; Mandel, Kaisey; Narayan, Gautham; Filippenko, Alexei V.; Scolnic, Daniel; Strolger, Louis-Gregory	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2018PASP..130k4504P";}	
1805.018	Yu, Hao-Ran; Pen, Ue-Li; Wang, Xin	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2017arXiv171206121Y";}	
1805.020	Schaller, Matthieu; Gonnet, Pedro; Chalk, Aidan B. G.; Draper, Peter W.	a:1:{i:0;s:53:"https://ui.adsabs.harvard.edu/abs/2016arXiv160602738S";}	https://ui.adsabs.harvard.edu/abs/2016arXiv160602738S
1806.018	Côté, Benoit; Ritter, Christian		http://adsabs.harvard.edu/abs/2017ApJ...835..128C
1903.010	Yan, Zhiqiang; Jerabkova, Tereza; Kroupa, Pavel		https://ui.adsabs.harvard.edu/#abs/2017A&A...607A.126Y
